word_segment,instances,prominence
ར་,80,3.5650623885918007
,48,2.13903743315508
ལ་,42,1.8716577540106951
ལ,37,1.6488413547237075
ས་,34,1.5151515151515151
ཀྱི་,28,1.2477718360071302
དང་,25,1.1140819964349375
དུ་,24,1.06951871657754
གི་,23,1.0249554367201426
བླ་མ་,18,0.8021390374331552
གྱིས་,17,0.7575757575757576
གྱི་,17,0.7575757575757576
རང་,17,0.7575757575757576
ས,16,0.7130124777183601
གསོལ,15,0.6684491978609626
ཀུན་,14,0.6238859180035651
བདག་,14,0.6238859180035651
རྒྱུད་,14,0.6238859180035651
བྱིན་,14,0.6238859180035651
མ་,12,0.53475935828877
གསུམ་,12,0.53475935828877
ཀུན་བཟང་,11,0.49019607843137253
སུ་,11,0.49019607843137253
གསོལ་འདེབས་,11,0.49019607843137253
ཞེས་,10,0.4456327985739751
བཞིན་,10,0.4456327985739751
རྗེས་བཟུང་,10,0.4456327985739751
མེད་,10,0.4456327985739751
ཚོགས་,10,0.4456327985739751
སྨིན་གྲོལ་,10,0.4456327985739751
སངས་རྒྱས་,9,0.4010695187165776
པདྨ་,9,0.4010695187165776
སྐུ་,9,0.4010695187165776
ངང་,9,0.4010695187165776
འབུལ,9,0.4010695187165776
རློབས,9,0.4010695187165776
ནི,8,0.35650623885918004
ཏུ་,8,0.35650623885918004
གྱུར,8,0.35650623885918004
མནྜལ་,8,0.35650623885918004
ཨོཾ་,7,0.31194295900178254
བླ་མ,7,0.31194295900178254
ནས,7,0.31194295900178254
ནས་,7,0.31194295900178254
ཐམས་ཅད་,7,0.31194295900178254
མཐ,7,0.31194295900178254
འོད་,7,0.31194295900178254
ཞིང་,7,0.31194295900178254
ནི་,7,0.31194295900178254
ཀྱིས་,7,0.31194295900178254
མི་,7,0.31194295900178254
ཡིད་,7,0.31194295900178254
གསལ་,7,0.31194295900178254
ལུས་,7,0.31194295900178254
༔ཞེས་,7,0.31194295900178254
རྡོ་རྗེ་,7,0.31194295900178254
འདི་,6,0.267379679144385
ཆེན་པོ,6,0.267379679144385
ལམ་,6,0.267379679144385
གསོལ་བ་,6,0.267379679144385
འགྲོ་,6,0.267379679144385
གནས་,6,0.267379679144385
རྣམས་,6,0.267379679144385
